setting,episode,trace_episode,seed,success,trace_success,failure_stage,steps_logged,initial_open_left_m,initial_open_right_m,max_open_left_m,max_open_right_m,max_fork_lift_m,max_spoon_lift_m,min_left_link6_to_fork_m,min_right_link6_to_spoon_m,max_target_streak,final_fork_target_xy_error_m,final_spoon_target_xy_error_m
clear,16,15,243580376,True,True,success,180,1.0844271969290276e-07,4.106426843009103e-08,0.049467358738183975,0.050290897488594055,0.10316729545593262,0.10705447196960449,0.1372547447681427,0.13720367848873138,12,0.018663406922375243,0.002279425634489932
clear,17,16,1991416408,True,True,success,190,7.419851755230411e-08,-4.312228085723291e-08,0.04998283460736275,0.049703676253557205,0.09255516529083252,0.10481482744216919,0.13854306936264038,0.13825763761997223,10,0.034459600742269954,0.013791635648884847
clear,18,17,1171049868,True,True,success,140,7.385672802229237e-07,6.458822667809727e-07,0.04955245181918144,0.05055062845349312,0.10513824224472046,0.099509596824646,0.1384984254837036,0.13266588747501373,7,0.0020452475431848647,0.006086210514653818
clear,19,18,1646868794,True,True,success,160,-1.1680164391236758e-07,-5.4937508764396625e-08,0.04996294528245926,0.04988536611199379,0.105746328830719,0.10651373863220215,0.1355767548084259,0.13788233697414398,13,0.010368132205121863,0.0019683242889165405
clear,20,19,2051556033,True,True,success,160,7.037492082417884e-07,1.146580643762718e-06,0.049943707883358,0.04995204135775566,0.10647475719451904,0.1084984540939331,0.1373027265071869,0.1377277970314026,5,0.01041344708884699,0.0057818458013818
random,1,0,209652396,False,False,both_lifted_but_not_placed,361,-5.336263484423398e-07,-2.3316188446642627e-07,0.05000131577253342,0.04999915137887001,0.09417933225631714,0.09246969223022461,0.14945882558822632,0.13938885927200317,0,0.05796521236417996,0.019818070683030126
random,2,1,398764591,False,False,both_lifted_but_not_placed,361,3.558659784630436e-07,1.3411943200480891e-07,0.050001226365566254,0.049999020993709564,0.09411901235580444,0.10645174980163574,0.1424272656440735,0.13746169209480286,0,0.03847029259231614,0.01260791630933122
random,3,2,924231285,True,True,success,140,1.5757019866668998e-07,1.4506194645491632e-07,0.04977061599493027,0.049686700105667114,0.10788601636886597,0.10463690757751465,0.13588695228099823,0.1398070901632309,10,0.0025434067545193374,0.017391780505548977
random,4,3,1478610112,True,True,success,160,1.2893592327145598e-07,1.0671152494978742e-07,0.04992649331688881,0.049675073474645615,0.10356372594833374,0.10756027698516846,0.13651107251644135,0.13821189105510712,5,0.009185342975043656,0.007543831645045131
random,5,4,441365315,True,True,success,140,1.3299806767008704e-07,2.759222752501955e-07,0.04997698962688446,0.049998000264167786,0.10440367460250854,0.10528767108917236,0.13997891545295715,0.13898856937885284,8,0.017127743103594325,0.009442521316209996
random,6,5,1537364731,False,False,both_lifted_but_not_placed,361,1.750569964542592e-07,3.1389083687827224e-07,0.04999926686286926,0.0499989353120327,0.06854093074798584,0.07018840312957764,0.13915450870990753,0.13981850445270538,0,0.03238650047309294,0.05377402239749461
random,7,6,192771779,True,True,success,140,-3.010996465491189e-07,-2.855799721146468e-07,0.04958996921777725,0.04974403232336044,0.09766131639480591,0.10795944929122925,0.13996219635009766,0.1389240175485611,9,0.024509976390971182,0.004527425996439378
random,8,7,1491434855,True,True,success,140,-2.41229059838588e-07,3.0515155913235503e-07,0.04995007812976837,0.04999887943267822,0.1053573489189148,0.10753130912780762,0.13880202174186707,0.13818062841892242,9,0.009322588539868134,0.004051935826085055
random,9,8,1819583497,True,True,success,140,-3.348644668221823e-07,3.967019779338443e-07,0.04955189675092697,0.04986344277858734,0.10623246431350708,0.10198074579238892,0.13755226135253906,0.13956308364868164,9,0.0012313126753219646,0.016567229227169418
random,10,9,530702035,True,False,success,140,3.269541082318028e-07,3.473163872058649e-07,0.049768563359975815,0.049795717000961304,0.10666358470916748,0.10712480545043945,0.13834726810455322,0.13799172639846802,4,0.0048574709781691585,0.006094752080251589
random,11,10,626610453,True,True,success,150,-1.8647301658347715e-07,-3.496361244970103e-08,0.04989270493388176,0.049875326454639435,0.1053609848022461,0.10667365789413452,0.13952012360095978,0.13810831308364868,13,0.029533737782256427,0.003405162789986319
random,12,11,1650906866,True,True,success,140,1.0947367172775557e-06,1.1065440048696473e-06,0.04993188753724098,0.04982725903391838,0.10403668880462646,0.09964185953140259,0.13913334906101227,0.13938777148723602,10,0.01017030079327026,0.013583072310498285
random,13,12,1879422756,True,True,success,140,2.473474296493805e-07,-2.540381842663919e-07,0.049992725253105164,0.04981030523777008,0.10474300384521484,0.10754698514938354,0.1398923099040985,0.13811397552490234,9,0.024682810791356067,0.0018987605484376234
random,14,13,1277901399,True,True,success,140,-1.869239270035905e-07,-8.289340769351838e-08,0.04997216910123825,0.05104941502213478,0.1058092713356018,0.10736632347106934,0.13797950744628906,0.13798373937606812,6,0.015536397182249955,0.012525752082073694
random,15,14,1682652230,True,True,success,180,1.1908605301869102e-07,-2.0295094316225004e-07,0.04979343339800835,0.04998581111431122,0.09224790334701538,0.10253363847732544,0.14132539927959442,0.13910876214504242,11,0.03425126059006329,0.013568336004902669
random,16,15,243580376,True,True,success,140,-1.573055108394783e-08,3.680134739170171e-07,0.04983574151992798,0.04996904730796814,0.106320321559906,0.10747313499450684,0.13832972943782806,0.13870148360729218,10,0.01944217006854999,0.008637840901689849
random,17,16,1991416408,True,True,success,140,1.8566018411547702e-07,4.879666448687203e-07,0.04907500743865967,0.04916185513138771,0.10378390550613403,0.10782128572463989,0.13977107405662537,0.13950321078300476,5,0.017283353339380227,0.00810936821320274
random,18,17,1171049868,True,False,success,140,-4.0109961219059187e-07,2.2525070164647332e-07,0.04954990744590759,0.050003476440906525,0.10423070192337036,0.10715597867965698,0.13897258043289185,0.137742817401886,4,0.0007880330885471314,0.005396819587387369
random,19,18,1646868794,True,True,success,140,-1.9280174967661878e-07,5.196425334474952e-08,0.04952899366617203,0.04955071955919266,0.10662466287612915,0.10727304220199585,0.13738562166690826,0.13799262046813965,9,0.009968792616648302,0.006359076966819287
random,20,19,2051556033,True,True,success,170,-1.496578647675051e-07,-7.714657357382748e-09,0.04997437819838524,0.050242193043231964,0.10269415378570557,0.10645830631256104,0.13756093382835388,0.13794679939746857,6,0.01503725198476316,0.0053546998734453335
