variant,episode,seed,immediate_left_joint_id,immediate_right_joint_id,immediate_left_qpos_m,immediate_right_qpos_m,immediate_left_target_qpos_m,immediate_right_target_qpos_m,immediate_left_qvel,immediate_right_qvel,immediate_left_target_qvel,immediate_right_target_qvel,after_sync_left_joint_id,after_sync_right_joint_id,after_sync_left_qpos_m,after_sync_right_qpos_m,after_sync_left_target_qpos_m,after_sync_right_target_qpos_m,after_sync_left_qvel,after_sync_right_qvel,after_sync_left_target_qvel,after_sync_right_target_qvel,after_obs_left_joint_id,after_obs_right_joint_id,after_obs_left_qpos_m,after_obs_right_qpos_m,after_obs_left_target_qpos_m,after_obs_right_target_qpos_m,after_obs_left_qvel,after_obs_right_qvel,after_obs_left_target_qvel,after_obs_right_target_qvel,left_link6_x_m,left_link6_y_m,left_link6_z_m,right_link6_x_m,right_link6_y_m,right_link6_z_m
no_robot_random,11,626610453,12,14,-6.297807164656888e-09,-2.404239829445487e-08,0.0,0.0,3.25623568642186e-06,9.875035175355151e-06,0.0,0.0,12,14,-6.297807164656888e-09,-2.404239829445487e-08,0.0,0.0,3.25623568642186e-06,9.875035175355151e-06,0.0,0.0,12,14,-6.297807164656888e-09,-2.404239829445487e-08,0.0,0.0,3.25623568642186e-06,9.875035175355151e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,12,1650906866,12,14,-6.303750410552311e-09,-2.4273637322380637e-08,0.0,0.0,3.2557300073676743e-06,9.877212505671196e-06,0.0,0.0,12,14,-6.303750410552311e-09,-2.4273637322380637e-08,0.0,0.0,3.2557300073676743e-06,9.877212505671196e-06,0.0,0.0,12,14,-6.303750410552311e-09,-2.4273637322380637e-08,0.0,0.0,3.2557300073676743e-06,9.877212505671196e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,13,1879422756,12,14,-6.310673761333874e-09,-2.4229757755733772e-08,0.0,0.0,3.256000127294101e-06,9.876800504571293e-06,0.0,0.0,12,14,-6.310673761333874e-09,-2.4229757755733772e-08,0.0,0.0,3.256000127294101e-06,9.876800504571293e-06,0.0,0.0,12,14,-6.310673761333874e-09,-2.4229757755733772e-08,0.0,0.0,3.256000127294101e-06,9.876800504571293e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,14,1277901399,12,14,-6.294469390155655e-09,-2.3711042018703665e-08,0.0,0.0,3.2566131267230958e-06,9.871097972791176e-06,0.0,0.0,12,14,-6.294469390155655e-09,-2.3711042018703665e-08,0.0,0.0,3.2566131267230958e-06,9.871097972791176e-06,0.0,0.0,12,14,-6.294469390155655e-09,-2.3711042018703665e-08,0.0,0.0,3.2566131267230958e-06,9.871097972791176e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,15,1682652230,12,14,-6.316275946716132e-09,-2.4224656058891014e-08,0.0,0.0,3.256796844652854e-06,9.877295269689057e-06,0.0,0.0,12,14,-6.316275946716132e-09,-2.4224656058891014e-08,0.0,0.0,3.256796844652854e-06,9.877295269689057e-06,0.0,0.0,12,14,-6.316275946716132e-09,-2.4224656058891014e-08,0.0,0.0,3.256796844652854e-06,9.877295269689057e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,16,243580376,12,14,-6.300415744675547e-09,-2.3704311402639178e-08,0.0,0.0,3.25577912008157e-06,9.870775102172047e-06,0.0,0.0,12,14,-6.300415744675547e-09,-2.3704311402639178e-08,0.0,0.0,3.25577912008157e-06,9.870775102172047e-06,0.0,0.0,12,14,-6.300415744675547e-09,-2.3704311402639178e-08,0.0,0.0,3.25577912008157e-06,9.870775102172047e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,17,1991416408,12,14,-6.2997362881844765e-09,-2.4037118961928172e-08,0.0,0.0,3.256151103414595e-06,9.875100658973679e-06,0.0,0.0,12,14,-6.2997362881844765e-09,-2.4037118961928172e-08,0.0,0.0,3.256151103414595e-06,9.875100658973679e-06,0.0,0.0,12,14,-6.2997362881844765e-09,-2.4037118961928172e-08,0.0,0.0,3.256151103414595e-06,9.875100658973679e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,18,1171049868,12,14,-6.3151563978181e-09,-2.3705034379872814e-08,0.0,0.0,3.2561347325099632e-06,9.870773283182643e-06,0.0,0.0,12,14,-6.3151563978181e-09,-2.3705034379872814e-08,0.0,0.0,3.2561347325099632e-06,9.870773283182643e-06,0.0,0.0,12,14,-6.3151563978181e-09,-2.3705034379872814e-08,0.0,0.0,3.2561347325099632e-06,9.870773283182643e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,19,1646868794,12,14,-6.291329679442015e-09,-2.4284362964976935e-08,0.0,0.0,3.2564748835284263e-06,9.877283446257934e-06,0.0,0.0,12,14,-6.291329679442015e-09,-2.4284362964976935e-08,0.0,0.0,3.2564748835284263e-06,9.877283446257934e-06,0.0,0.0,12,14,-6.291329679442015e-09,-2.4284362964976935e-08,0.0,0.0,3.2564748835284263e-06,9.877283446257934e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
no_robot_random,20,2051556033,12,14,-6.299328614289834e-09,-2.4151606936584358e-08,0.0,0.0,3.255514457123354e-06,9.876184776658192e-06,0.0,0.0,12,14,-6.299328614289834e-09,-2.4151606936584358e-08,0.0,0.0,3.255514457123354e-06,9.876184776658192e-06,0.0,0.0,12,14,-6.299328614289834e-09,-2.4151606936584358e-08,0.0,0.0,3.255514457123354e-06,9.876184776658192e-06,0.0,0.0,0.28127315640449524,0.29354536533355713,1.0646719932556152,0.27576494216918945,-0.29926005005836487,1.0821263790130615
