setting,episode,trace_episode,seed,success,trace_success,failure_stage,steps_logged,initial_open_left_m,initial_open_right_m,max_open_left_m,max_open_right_m,max_fork_lift_m,max_spoon_lift_m,min_left_link6_to_fork_m,min_right_link6_to_spoon_m,max_target_streak,final_fork_target_xy_error_m,final_spoon_target_xy_error_m
clear,16,15,243580376,True,True,success,180,1.0844271969290276e-07,4.106426843009103e-08,0.049467358738183975,0.050290897488594055,0.10316729545593262,0.10705447196960449,0.1372547447681427,0.13720367848873138,12,0.018663406922375243,0.002279425634489932
clear,17,16,1991416408,True,True,success,190,7.419851755230411e-08,-4.312228085723291e-08,0.04998283460736275,0.049703676253557205,0.09255516529083252,0.10481482744216919,0.13854306936264038,0.13825763761997223,10,0.034459600742269954,0.013791635648884847
clear,18,17,1171049868,True,True,success,140,7.385672802229237e-07,6.458822667809727e-07,0.04955245181918144,0.05055062845349312,0.10513824224472046,0.099509596824646,0.1384984254837036,0.13266588747501373,7,0.0020452475431848647,0.006086210514653818
clear,19,18,1646868794,True,True,success,160,-1.1680164391236758e-07,-5.4937508764396625e-08,0.04996294528245926,0.04988536611199379,0.105746328830719,0.10651373863220215,0.1355767548084259,0.13788233697414398,13,0.010368132205121863,0.0019683242889165405
clear,20,19,2051556033,True,True,success,160,7.037492082417884e-07,1.146580643762718e-06,0.049943707883358,0.04995204135775566,0.10647475719451904,0.1084984540939331,0.1373027265071869,0.1377277970314026,5,0.01041344708884699,0.0057818458013818
random,1,0,209652396,True,True,success,140,-5.357510417525191e-07,-2.34378561003723e-07,0.04981823265552521,0.04973085969686508,0.10627466440200806,0.10729724168777466,0.1381968855857849,0.13916711509227753,6,0.004916917062166294,0.002490037341747948
random,2,1,398764591,True,False,success,160,3.285188370227843e-07,1.3263530718177208e-07,0.04975699260830879,0.04991289973258972,0.10351413488388062,0.10763603448867798,0.13617169857025146,0.1376606673002243,4,0.01075770836638218,0.003881298502356078
random,3,2,924231285,False,False,spoon_not_lifted,361,1.8368528742485069e-07,1.4574895601526805e-07,0.05000127851963043,0.05000017210841179,0.052888453006744385,0.0007439255714416504,0.15126532316207886,0.164315328001976,0,0.06423625045561672,0.14832902077294974
random,4,3,1478610112,True,True,success,150,1.4448424678903393e-07,1.1251704279402475e-07,0.0494694747030735,0.04938945919275284,0.10555261373519897,0.10306614637374878,0.13889645040035248,0.13839353621006012,13,0.01068614696819334,0.009563883965963547
random,5,4,441365315,True,True,success,170,1.1759818789869314e-06,1.648415604904585e-06,0.04970880597829819,0.04985213279724121,0.10429972410202026,0.10635983943939209,0.13946878910064697,0.13775062561035156,13,0.010796587983875764,0.003674829129043325
random,6,5,1537364731,True,True,success,140,5.964276397207868e-07,9.699202792035067e-07,0.049999479204416275,0.05051255598664284,0.10615766048431396,0.1054951548576355,0.13873128592967987,0.13913583755493164,12,0.015370508145008083,0.023294792808578976
random,7,6,192771779,True,True,success,150,-3.79023674668133e-07,-1.9254268579516065e-07,0.04999963939189911,0.0499991849064827,0.1056097149848938,0.10704702138900757,0.13732637465000153,0.13784435391426086,13,0.010016560454743145,0.0021334001689202247
random,8,7,1491434855,True,True,success,140,9.709473260954837e-07,1.6444704442619695e-06,0.049944471567869186,0.04990120232105255,0.09633445739746094,0.10768133401870728,0.14010269939899445,0.13842399418354034,6,0.0246264009299922,0.004795246259265082
random,9,8,1819583497,True,True,success,170,-2.8111691108279047e-07,4.10794740446363e-07,0.049985140562057495,0.05026065558195114,0.09730219841003418,0.10686326026916504,0.13742858171463013,0.13777561485767365,9,0.02370914603769773,0.007605806151280786
random,10,9,530702035,True,True,success,140,3.260625760503899e-07,2.9172005611144414e-07,0.04999808222055435,0.049825556576251984,0.10492467880249023,0.10727030038833618,0.1372736096382141,0.1379946917295456,8,0.004356087678561378,0.01112395094984418
random,11,10,626610453,True,True,success,140,-2.918601467172266e-07,-3.761665468005049e-08,0.04971988871693611,0.04962555691599846,0.1032516360282898,0.08869421482086182,0.13838079571723938,0.1385745257139206,13,0.005045607711067262,0.01650801713191382
random,12,11,1650906866,False,False,both_lifted_but_not_placed,361,1.1426128594393958e-06,1.705816089270229e-06,0.050001200288534164,0.04999903216958046,0.1059187650680542,0.05603903532028198,0.13860547542572021,0.1396460086107254,0,0.010069182932265603,0.039505588719595135
random,13,12,1879422756,False,False,spoon_not_lifted,361,2.485813865860109e-07,-2.3218932199142728e-07,0.05000118911266327,0.050000350922346115,0.10367006063461304,3.790855407714844e-05,0.13826890289783478,0.15774039924144745,0,0.013209584481318,0.15395261159327273
random,14,13,1277901399,True,True,success,140,-1.9615346502632747e-07,-7.235670551608564e-08,0.04932275041937828,0.04951591044664383,0.10551607608795166,0.09336209297180176,0.1375635713338852,0.12859565019607544,7,0.0011159082141320514,0.005519316802899403
random,15,14,1682652230,True,True,success,140,1.2956547834619414e-07,-2.060828592220787e-07,0.049999527633190155,0.04991636797785759,0.10507088899612427,0.10703772306442261,0.13671071827411652,0.13799619674682617,5,0.00921801531583604,0.014254355377182868
random,16,15,243580376,True,True,success,140,-4.283992041109741e-07,-4.480494908420951e-08,0.04990256205201149,0.04983299598097801,0.10354465246200562,0.06508880853652954,0.13672049343585968,0.13847839832305908,10,0.004246428348850283,0.013282000740142479
random,17,16,1991416408,True,True,success,160,2.2638641894445755e-07,5.23993378465093e-07,0.0497763492166996,0.04971056431531906,0.10115021467208862,0.10663408041000366,0.13618943095207214,0.13768407702445984,7,0.013347981284227081,0.0005030372061397664
random,18,17,1171049868,True,True,success,140,-3.950735276703199e-07,2.715057974000956e-07,0.04964414983987808,0.049933746457099915,0.10464984178543091,0.10604804754257202,0.1362871378660202,0.1385800987482071,5,0.004539982195058094,0.0033265210111906463
random,19,18,1646868794,True,True,success,170,-1.8589717853956245e-07,1.274224281644365e-08,0.049763020128011703,0.049911919981241226,0.10384559631347656,0.10407596826553345,0.13663356006145477,0.13805735111236572,10,0.009519530832364818,0.011148968353817023
random,20,19,2051556033,True,True,success,140,-1.1229047203187292e-07,7.101929710984223e-09,0.04981418699026108,0.04949425533413887,0.10486680269241333,0.10798895359039307,0.1385621577501297,0.1391744613647461,9,0.0016351102396647934,0.004892716340451428
